DisplayName: ObjectModel.can1:mac54/iDrive.Accu@IPS_10.183.155.184,SignalName: ObjectModel.can1:mac54/iDrive.Signal.Accu@IPS_10.183.155.184,Source: RC06,Unit: rev,SignalType: Analog
16:12:2014 16:16:36:971,1,,,
16:12:2014 16:16:36:971,0,,,
16:12:2014 16:16:36:987,0,,,
16:12:2014 16:16:36:987,1,,,
16:12:2014 16:16:37:019,1,,,
16:12:2014 16:16:37:019,0,,,
16:12:2014 16:16:37:035,0,,,
16:12:2014 16:16:37:035,1,,,
16:12:2014 16:16:37:051,1,,,
16:12:2014 16:16:37:051,0,,,
16:12:2014 16:16:37:067,0,,,
16:12:2014 16:16:37:067,1,,,
16:12:2014 16:16:37:083,1,,,
16:12:2014 16:16:37:083,0,,,
16:12:2014 16:16:37:099,0,,,
16:12:2014 16:16:37:099,1,,,
16:12:2014 16:16:37:115,1,,,
16:12:2014 16:16:37:115,0,,,
16:12:2014 16:16:37:163,0,,,
16:12:2014 16:16:37:163,1,,,
16:12:2014 16:16:37:179,1,,,
16:12:2014 16:16:37:179,0,,,
16:12:2014 16:16:37:275,0,,,
16:12:2014 16:16:37:275,1,,,
16:12:2014 16:16:37:292,1,,,
16:12:2014 16:16:37:292,0,,,
16:12:2014 16:16:37:309,0,,,
16:12:2014 16:16:37:309,1,,,
16:12:2014 16:16:37:325,1,,,
16:12:2014 16:16:37:325,0,,,
16:12:2014 16:16:37:377,0,,,
16:12:2014 16:16:37:377,1,,,
16:12:2014 16:16:37:412,1,,,
16:12:2014 16:16:37:412,0,,,
16:12:2014 16:16:37:428,0,,,
16:12:2014 16:16:37:428,1,,,
16:12:2014 16:16:37:460,1,,,
16:12:2014 16:16:37:460,0,,,
16:12:2014 16:16:37:477,0,,,
16:12:2014 16:16:37:477,1,,,
16:12:2014 16:16:37:494,1,,,
16:12:2014 16:16:37:494,0,,,
16:12:2014 16:16:37:596,0,,,
16:12:2014 16:16:37:596,1,,,
16:12:2014 16:16:37:613,1,,,
16:12:2014 16:16:37:613,0,,,
16:12:2014 16:16:37:667,0,,,
16:12:2014 16:16:37:667,1,,,
16:12:2014 16:16:37:684,1,,,
16:12:2014 16:16:37:684,0,,,
16:12:2014 16:16:37:701,0,,,
16:12:2014 16:16:37:701,1,,,
16:12:2014 16:16:37:718,1,,,
16:12:2014 16:16:37:718,0,,,
16:12:2014 16:16:37:752,0,,,
16:12:2014 16:16:37:752,1,,,
16:12:2014 16:16:37:769,1,,,
16:12:2014 16:16:37:769,0,,,
16:12:2014 16:16:37:803,0,,,
16:12:2014 16:16:37:803,1,,,
16:12:2014 16:16:37:820,1,,,
16:12:2014 16:16:37:820,0,,,
16:12:2014 16:16:37:871,0,,,
16:12:2014 16:16:37:871,1,,,
16:12:2014 16:16:37:889,1,,,
16:12:2014 16:16:37:889,0,,,
16:12:2014 16:16:37:940,0,,,
16:12:2014 16:16:37:940,1,,,
16:12:2014 16:16:37:957,1,,,
16:12:2014 16:16:37:957,0,,,
16:12:2014 16:16:37:974,0,,,
16:12:2014 16:16:37:974,1,,,
16:12:2014 16:16:37:991,1,,,
16:12:2014 16:16:37:991,0,,,
16:12:2014 16:16:38:008,0,,,
16:12:2014 16:16:38:008,1,,,
16:12:2014 16:16:38:025,1,,,
16:12:2014 16:16:38:025,0,,,
16:12:2014 16:16:38:042,0,,,
16:12:2014 16:16:38:042,1,,,
16:12:2014 16:16:38:059,1,,,
16:12:2014 16:16:38:059,0,,,
16:12:2014 16:16:38:076,0,,,
16:12:2014 16:16:38:076,1,,,
16:12:2014 16:16:38:093,1,,,
16:12:2014 16:16:38:093,0,,,
16:12:2014 16:16:38:163,0,,,
16:12:2014 16:16:38:163,1,,,
16:12:2014 16:16:38:180,1,,,
16:12:2014 16:16:38:180,0,,,
16:12:2014 16:16:38:359,0,,,
16:12:2014 16:16:38:359,1,,,
16:12:2014 16:16:38:376,1,,,
16:12:2014 16:16:38:376,0,,,
16:12:2014 16:16:38:393,0,,,
16:12:2014 16:16:38:393,1,,,
16:12:2014 16:16:38:410,1,,,
16:12:2014 16:16:38:410,0,,,
16:12:2014 16:16:38:461,0,,,
16:12:2014 16:16:38:461,1,,,
16:12:2014 16:16:38:497,1,,,
16:12:2014 16:16:38:497,0,,,
16:12:2014 16:16:38:548,0,,,
16:12:2014 16:16:38:548,1,,,
16:12:2014 16:16:38:580,1,,,
16:12:2014 16:16:38:580,0,,,
16:12:2014 16:16:38:628,0,,,
16:12:2014 16:16:38:628,1,,,
16:12:2014 16:16:38:644,1,,,
16:12:2014 16:16:38:644,0,,,
16:12:2014 16:16:38:677,0,,,
16:12:2014 16:16:38:677,1,,,
16:12:2014 16:16:38:694,1,,,
16:12:2014 16:16:38:694,0,,,
16:12:2014 16:16:38:745,0,,,
16:12:2014 16:16:38:745,1,,,
16:12:2014 16:16:38:762,1,,,
16:12:2014 16:16:38:762,0,,,
16:12:2014 16:16:38:779,0,,,
16:12:2014 16:16:38:779,1,,,
16:12:2014 16:16:38:796,1,,,
16:12:2014 16:16:38:796,0,,,
16:12:2014 16:16:38:846,0,,,
16:12:2014 16:16:38:846,1,,,
16:12:2014 16:16:38:881,1,,,
16:12:2014 16:16:38:881,0,,,
16:12:2014 16:16:38:932,0,,,
16:12:2014 16:16:38:932,1,,,
16:12:2014 16:16:38:966,1,,,
16:12:2014 16:16:38:966,0,,,
16:12:2014 16:16:39:017,0,,,
16:12:2014 16:16:39:017,1,,,
16:12:2014 16:16:39:033,1,,,
16:12:2014 16:16:39:033,0,,,
16:12:2014 16:16:39:066,0,,,
16:12:2014 16:16:39:066,1,,,
16:12:2014 16:16:39:083,1,,,
16:12:2014 16:16:39:083,0,,,
16:12:2014 16:16:39:133,0,,,
16:12:2014 16:16:39:133,1,,,
16:12:2014 16:16:39:150,1,,,
16:12:2014 16:16:39:150,0,,,
16:12:2014 16:16:39:167,0,,,
16:12:2014 16:16:39:167,1,,,
16:12:2014 16:16:39:203,1,,,
16:12:2014 16:16:39:203,0,,,
16:12:2014 16:16:39:236,0,,,
16:12:2014 16:16:39:236,1,,,
16:12:2014 16:16:39:252,1,,,
16:12:2014 16:16:39:252,0,,,
16:12:2014 16:16:39:269,0,,,
16:12:2014 16:16:39:269,1,,,
16:12:2014 16:16:39:286,1,,,
16:12:2014 16:16:39:286,0,,,
16:12:2014 16:16:39:303,0,,,
16:12:2014 16:16:39:303,1,,,
16:12:2014 16:16:39:320,1,,,
16:12:2014 16:16:39:320,0,,,
16:12:2014 16:16:39:336,0,,,
16:12:2014 16:16:39:336,1,,,
16:12:2014 16:16:39:353,1,,,
16:12:2014 16:16:39:353,0,,,
16:12:2014 16:16:39:485,0,,,
16:12:2014 16:16:39:485,1,,,
16:12:2014 16:16:39:502,1,,,
16:12:2014 16:16:39:502,0,,,
16:12:2014 16:16:39:519,0,,,
16:12:2014 16:16:39:519,1,,,
16:12:2014 16:16:39:538,1,,,
16:12:2014 16:16:39:538,0,,,
16:12:2014 16:16:39:554,0,,,
16:12:2014 16:16:39:554,1,,,
16:12:2014 16:16:39:570,1,,,
16:12:2014 16:16:39:570,0,,,
16:12:2014 16:16:39:635,0,,,
16:12:2014 16:16:39:635,1,,,
16:12:2014 16:16:39:652,1,,,
16:12:2014 16:16:39:652,0,,,
16:12:2014 16:16:39:719,0,,,
16:12:2014 16:16:39:719,1,,,
16:12:2014 16:16:39:736,1,,,
16:12:2014 16:16:39:736,0,,,
16:12:2014 16:16:39:835,0,,,
16:12:2014 16:16:39:835,1,,,
16:12:2014 16:16:39:853,1,,,
16:12:2014 16:16:39:853,0,,,
16:12:2014 16:16:39:869,0,,,
16:12:2014 16:16:39:869,1,,,
16:12:2014 16:16:39:887,1,,,
16:12:2014 16:16:39:887,0,,,
16:12:2014 16:16:39:905,0,,,
16:12:2014 16:16:39:905,1,,,
16:12:2014 16:16:39:921,1,,,
16:12:2014 16:16:39:921,0,,,
16:12:2014 16:16:39:937,0,,,
16:12:2014 16:16:39:937,1,,,
16:12:2014 16:16:39:969,1,,,
16:12:2014 16:16:39:969,0,,,
16:12:2014 16:16:40:001,0,,,
16:12:2014 16:16:40:001,1,,,
16:12:2014 16:16:40:033,1,,,
16:12:2014 16:16:40:033,0,,,
16:12:2014 16:16:40:050,0,,,
16:12:2014 16:16:40:050,1,,,
16:12:2014 16:16:40:066,1,,,
16:12:2014 16:16:40:066,0,,,
16:12:2014 16:16:40:101,0,,,
16:12:2014 16:16:40:101,1,,,
16:12:2014 16:16:40:118,1,,,
16:12:2014 16:16:40:118,0,,,
16:12:2014 16:16:40:150,0,,,
16:12:2014 16:16:40:150,1,,,
16:12:2014 16:16:40:167,1,,,
16:12:2014 16:16:40:167,0,,,
16:12:2014 16:16:40:215,0,,,
16:12:2014 16:16:40:215,1,,,
16:12:2014 16:16:40:232,1,,,
16:12:2014 16:16:40:232,0,,,
16:12:2014 16:16:40:248,0,,,
16:12:2014 16:16:40:248,1,,,
16:12:2014 16:16:40:282,1,,,
16:12:2014 16:16:40:282,0,,,
16:12:2014 16:16:40:332,0,,,
16:12:2014 16:16:40:332,1,,,
16:12:2014 16:16:40:349,1,,,
16:12:2014 16:16:40:349,0,,,
16:12:2014 16:16:40:366,0,,,
16:12:2014 16:16:40:366,1,,,
16:12:2014 16:16:40:383,1,,,
16:12:2014 16:16:40:383,0,,,
16:12:2014 16:16:40:401,0,,,
16:12:2014 16:16:40:401,1,,,
16:12:2014 16:16:40:417,1,,,
16:12:2014 16:16:40:417,0,,,
16:12:2014 16:16:40:433,0,,,
16:12:2014 16:16:40:433,1,,,
16:12:2014 16:16:40:450,1,,,
16:12:2014 16:16:40:450,0,,,
16:12:2014 16:16:40:482,0,,,
16:12:2014 16:16:40:482,1,,,
16:12:2014 16:16:40:498,1,,,
16:12:2014 16:16:40:498,0,,,
16:12:2014 16:16:40:547,0,,,
16:12:2014 16:16:40:547,1,,,
16:12:2014 16:16:40:563,1,,,
16:12:2014 16:16:40:563,0,,,
16:12:2014 16:16:40:628,0,,,
16:12:2014 16:16:40:628,1,,,
16:12:2014 16:16:40:660,1,,,
16:12:2014 16:16:40:660,0,,,
16:12:2014 16:16:40:677,0,,,
16:12:2014 16:16:40:677,1,,,
16:12:2014 16:16:40:694,1,,,
16:12:2014 16:16:40:694,0,,,
16:12:2014 16:16:40:710,0,,,
16:12:2014 16:16:40:710,1,,,
16:12:2014 16:16:40:726,1,,,
16:12:2014 16:16:40:726,0,,,
16:12:2014 16:16:40:743,0,,,
16:12:2014 16:16:40:743,1,,,
16:12:2014 16:16:40:760,1,,,
16:12:2014 16:16:40:760,0,,,
16:12:2014 16:16:40:892,0,,,
16:12:2014 16:16:40:892,1,,,
16:12:2014 16:16:40:909,1,,,
16:12:2014 16:16:40:909,0,,,
16:12:2014 16:16:40:926,0,,,
16:12:2014 16:16:40:926,1,,,
16:12:2014 16:16:40:945,1,,,
16:12:2014 16:16:40:945,0,,,
16:12:2014 16:16:40:962,0,,,
16:12:2014 16:16:40:962,1,,,
16:12:2014 16:16:40:978,1,,,
16:12:2014 16:16:40:978,0,,,
16:12:2014 16:16:41:012,0,,,
16:12:2014 16:16:41:012,1,,,
16:12:2014 16:16:41:046,1,,,
16:12:2014 16:16:41:046,0,,,
16:12:2014 16:16:41:063,0,,,
16:12:2014 16:16:41:063,1,,,
16:12:2014 16:16:41:080,1,,,
16:12:2014 16:16:41:080,0,,,
16:12:2014 16:16:41:129,0,,,
16:12:2014 16:16:41:129,1,,,
16:12:2014 16:16:41:146,1,,,
16:12:2014 16:16:41:146,0,,,
16:12:2014 16:16:41:179,0,,,
16:12:2014 16:16:41:179,1,,,
16:12:2014 16:16:41:195,1,,,
16:12:2014 16:16:41:195,0,,,
16:12:2014 16:16:41:243,0,,,
16:12:2014 16:16:41:243,1,,,
16:12:2014 16:16:41:260,1,,,
16:12:2014 16:16:41:260,0,,,
16:12:2014 16:16:41:278,0,,,
16:12:2014 16:16:41:278,1,,,
16:12:2014 16:16:41:295,1,,,
16:12:2014 16:16:41:295,0,,,
16:12:2014 16:16:41:348,0,,,
16:12:2014 16:16:41:348,1,,,
16:12:2014 16:16:41:365,1,,,
16:12:2014 16:16:41:365,0,,,
16:12:2014 16:16:41:416,0,,,
16:12:2014 16:16:41:416,1,,,
16:12:2014 16:16:41:433,1,,,
16:12:2014 16:16:41:433,0,,,
16:12:2014 16:16:41:450,0,,,
16:12:2014 16:16:41:450,1,,,
16:12:2014 16:16:41:467,1,,,
16:12:2014 16:16:41:467,0,,,
16:12:2014 16:16:41:501,0,,,
16:12:2014 16:16:41:501,1,,,
16:12:2014 16:16:41:518,1,,,
16:12:2014 16:16:41:518,0,,,
16:12:2014 16:16:41:571,0,,,
16:12:2014 16:16:41:571,1,,,
16:12:2014 16:16:41:588,1,,,
16:12:2014 16:16:41:588,0,,,
16:12:2014 16:16:41:605,0,,,
16:12:2014 16:16:41:605,1,,,
16:12:2014 16:16:41:622,1,,,
16:12:2014 16:16:41:622,0,,,
16:12:2014 16:16:41:672,0,,,
16:12:2014 16:16:41:672,1,,,
16:12:2014 16:16:41:689,1,,,
16:12:2014 16:16:41:689,0,,,
16:12:2014 16:16:41:706,0,,,
16:12:2014 16:16:41:706,1,,,
16:12:2014 16:16:41:723,1,,,
16:12:2014 16:16:41:723,0,,,
16:12:2014 16:16:41:826,0,,,
16:12:2014 16:16:41:826,1,,,
16:12:2014 16:16:41:844,1,,,
16:12:2014 16:16:41:844,0,,,
16:12:2014 16:16:41:878,0,,,
16:12:2014 16:16:41:878,1,,,
16:12:2014 16:16:41:895,1,,,
16:12:2014 16:16:41:895,0,,,
16:12:2014 16:16:41:912,0,,,
16:12:2014 16:16:41:912,1,,,
16:12:2014 16:16:41:946,1,,,
16:12:2014 16:16:41:946,0,,,
16:12:2014 16:16:41:963,0,,,
16:12:2014 16:16:41:963,1,,,
16:12:2014 16:16:41:980,1,,,
16:12:2014 16:16:41:981,0,,,
16:12:2014 16:16:42:084,0,,,
16:12:2014 16:16:42:084,1,,,
16:12:2014 16:16:42:100,1,,,
16:12:2014 16:16:42:100,0,,,
16:12:2014 16:16:42:133,0,,,
16:12:2014 16:16:42:133,1,,,
16:12:2014 16:16:42:151,1,,,
16:12:2014 16:16:42:151,0,,,
16:12:2014 16:16:42:167,0,,,
16:12:2014 16:16:42:167,1,,,
16:12:2014 16:16:42:201,1,,,
16:12:2014 16:16:42:201,0,,,
16:12:2014 16:16:42:235,0,,,
16:12:2014 16:16:42:235,1,,,
16:12:2014 16:16:42:269,1,,,
16:12:2014 16:16:42:269,0,,,
16:12:2014 16:16:42:287,0,,,
16:12:2014 16:16:42:287,1,,,
16:12:2014 16:16:42:304,1,,,
16:12:2014 16:16:42:304,0,,,
16:12:2014 16:16:42:322,0,,,
16:12:2014 16:16:42:322,1,,,
16:12:2014 16:16:42:339,1,,,
16:12:2014 16:16:42:339,0,,,
16:12:2014 16:16:42:355,0,,,
16:12:2014 16:16:42:355,1,,,
16:12:2014 16:16:42:372,1,,,
16:12:2014 16:16:42:372,0,,,
16:12:2014 16:16:42:457,0,,,
16:12:2014 16:16:42:457,1,,,
16:12:2014 16:16:42:474,1,,,
16:12:2014 16:16:42:474,0,,,
16:12:2014 16:16:42:491,0,,,
16:12:2014 16:16:42:491,1,,,
16:12:2014 16:16:42:526,1,,,
16:12:2014 16:16:42:526,0,,,
16:12:2014 16:16:42:543,0,,,
16:12:2014 16:16:42:543,1,,,
16:12:2014 16:16:42:559,1,,,
16:12:2014 16:16:42:559,0,,,
16:12:2014 16:16:42:578,0,,,
16:12:2014 16:16:42:578,1,,,
16:12:2014 16:16:42:595,1,,,
16:12:2014 16:16:42:595,0,,,
16:12:2014 16:16:42:661,0,,,
16:12:2014 16:16:42:661,1,,,
16:12:2014 16:16:42:678,1,,,
16:12:2014 16:16:42:678,0,,,
16:12:2014 16:16:42:710,0,,,
16:12:2014 16:16:42:710,1,,,
16:12:2014 16:16:42:726,1,,,
16:12:2014 16:16:42:726,0,,,
16:12:2014 16:16:42:775,0,,,
16:12:2014 16:16:42:775,1,,,
16:12:2014 16:16:42:791,1,,,
16:12:2014 16:16:42:791,0,,,
16:12:2014 16:16:42:807,0,,,
16:12:2014 16:16:42:807,1,,,
16:12:2014 16:16:42:839,1,,,
16:12:2014 16:16:42:839,0,,,
16:12:2014 16:16:42:871,0,,,
16:12:2014 16:16:42:871,1,,,
16:12:2014 16:16:42:903,1,,,
16:12:2014 16:16:42:903,0,,,
16:12:2014 16:16:42:919,0,,,
16:12:2014 16:16:42:919,1,,,
16:12:2014 16:16:42:935,1,,,
16:12:2014 16:16:42:935,0,,,
16:12:2014 16:16:42:983,0,,,
16:12:2014 16:16:42:983,1,,,
16:12:2014 16:16:42:999,1,,,
16:12:2014 16:16:42:999,0,,,
16:12:2014 16:16:43:031,0,,,
16:12:2014 16:16:43:031,1,,,
16:12:2014 16:16:43:048,1,,,
16:12:2014 16:16:43:048,0,,,
16:12:2014 16:16:43:064,0,,,
16:12:2014 16:16:43:064,1,,,
16:12:2014 16:16:43:080,1,,,
16:12:2014 16:16:43:080,0,,,
16:12:2014 16:16:43:128,0,,,
16:12:2014 16:16:43:128,1,,,
16:12:2014 16:16:43:160,1,,,
16:12:2014 16:16:43:160,0,,,
16:12:2014 16:16:43:176,0,,,
16:12:2014 16:16:43:176,1,,,
16:12:2014 16:16:43:192,1,,,
16:12:2014 16:16:43:192,0,,,
16:12:2014 16:16:43:242,0,,,
16:12:2014 16:16:43:242,1,,,
16:12:2014 16:16:43:258,1,,,
16:12:2014 16:16:43:258,0,,,
16:12:2014 16:16:43:355,0,,,
16:12:2014 16:16:43:355,1,,,
16:12:2014 16:16:43:371,1,,,
16:12:2014 16:16:43:371,0,,,
16:12:2014 16:16:43:387,0,,,
16:12:2014 16:16:43:387,1,,,
16:12:2014 16:16:43:419,1,,,
16:12:2014 16:16:43:419,0,,,
16:12:2014 16:16:43:435,0,,,
16:12:2014 16:16:43:435,1,,,
16:12:2014 16:16:43:451,1,,,
16:12:2014 16:16:43:451,0,,,
16:12:2014 16:16:43:467,0,,,
16:12:2014 16:16:43:467,1,,,
16:12:2014 16:16:43:483,1,,,
16:12:2014 16:16:43:483,0,,,
16:12:2014 16:16:43:499,0,,,
16:12:2014 16:16:43:499,1,,,
16:12:2014 16:16:43:515,1,,,
16:12:2014 16:16:43:515,0,,,
16:12:2014 16:16:43:547,0,,,
16:12:2014 16:16:43:547,1,,,
16:12:2014 16:16:43:564,1,,,
16:12:2014 16:16:43:564,0,,,
16:12:2014 16:16:43:612,0,,,
16:12:2014 16:16:43:612,1,,,
16:12:2014 16:16:43:629,1,,,
16:12:2014 16:16:43:629,0,,,
16:12:2014 16:16:43:716,0,,,
16:12:2014 16:16:43:716,1,,,
16:12:2014 16:16:43:733,1,,,
16:12:2014 16:16:43:733,0,,,
16:12:2014 16:16:43:751,0,,,
16:12:2014 16:16:43:751,1,,,
16:12:2014 16:16:43:767,1,,,
16:12:2014 16:16:43:767,0,,,
16:12:2014 16:16:43:817,0,,,
16:12:2014 16:16:43:817,1,,,
16:12:2014 16:16:43:834,1,,,
16:12:2014 16:16:43:834,0,,,
16:12:2014 16:16:43:869,0,,,
16:12:2014 16:16:43:869,1,,,
16:12:2014 16:16:43:886,1,,,
16:12:2014 16:16:43:886,0,,,
16:12:2014 16:16:43:903,0,,,
16:12:2014 16:16:43:903,1,,,
16:12:2014 16:16:43:920,1,,,
16:12:2014 16:16:43:920,0,,,
16:12:2014 16:16:43:939,0,,,
16:12:2014 16:16:43:939,1,,,
16:12:2014 16:16:43:956,1,,,
16:12:2014 16:16:43:956,0,,,
16:12:2014 16:16:44:007,0,,,
16:12:2014 16:16:44:007,1,,,
16:12:2014 16:16:44:024,1,,,
16:12:2014 16:16:44:024,0,,,
16:12:2014 16:16:44:126,0,,,
16:12:2014 16:16:44:126,1,,,
16:12:2014 16:16:44:143,1,,,
16:12:2014 16:16:44:143,0,,,
16:12:2014 16:16:44:162,0,,,
16:12:2014 16:16:44:162,1,,,
16:12:2014 16:16:44:179,1,,,
16:12:2014 16:16:44:179,0,,,
16:12:2014 16:16:44:230,0,,,
16:12:2014 16:16:44:230,1,,,
16:12:2014 16:16:44:247,1,,,
16:12:2014 16:16:44:247,0,,,
16:12:2014 16:16:44:264,0,,,
16:12:2014 16:16:44:264,1,,,
16:12:2014 16:16:44:281,1,,,
16:12:2014 16:16:44:281,0,,,
16:12:2014 16:16:44:452,0,,,
16:12:2014 16:16:44:452,1,,,
16:12:2014 16:16:44:501,1,,,
16:12:2014 16:16:44:501,0,,,
16:12:2014 16:16:44:517,0,,,
16:12:2014 16:16:44:517,1,,,
16:12:2014 16:16:44:533,1,,,
16:12:2014 16:16:44:533,0,,,
16:12:2014 16:16:44:549,0,,,
16:12:2014 16:16:44:549,1,,,
16:12:2014 16:16:44:566,1,,,
16:12:2014 16:16:44:566,0,,,
16:12:2014 16:16:44:583,0,,,
16:12:2014 16:16:44:583,1,,,
16:12:2014 16:16:44:600,1,,,
16:12:2014 16:16:44:600,0,,,
16:12:2014 16:16:44:648,0,,,
16:12:2014 16:16:44:648,1,,,
16:12:2014 16:16:44:664,1,,,
16:12:2014 16:16:44:664,0,,,
16:12:2014 16:16:44:696,0,,,
16:12:2014 16:16:44:696,1,,,
16:12:2014 16:16:44:713,1,,,
16:12:2014 16:16:44:713,0,,,
16:12:2014 16:16:44:809,0,,,
16:12:2014 16:16:44:809,1,,,
16:12:2014 16:16:44:825,1,,,
16:12:2014 16:16:44:825,0,,,
16:12:2014 16:16:44:841,0,,,
16:12:2014 16:16:44:841,1,,,
16:12:2014 16:16:44:857,1,,,
16:12:2014 16:16:44:857,0,,,
16:12:2014 16:16:44:906,0,,,
16:12:2014 16:16:44:906,1,,,
16:12:2014 16:16:44:923,1,,,
16:12:2014 16:16:44:923,0,,,
16:12:2014 16:16:44:957,0,,,
16:12:2014 16:16:44:957,1,,,
16:12:2014 16:16:44:974,1,,,
16:12:2014 16:16:44:974,0,,,
16:12:2014 16:16:45:027,0,,,
16:12:2014 16:16:45:027,1,,,
16:12:2014 16:16:45:044,1,,,
16:12:2014 16:16:45:044,0,,,
16:12:2014 16:16:45:061,0,,,
16:12:2014 16:16:45:061,1,,,
16:12:2014 16:16:45:077,1,,,
16:12:2014 16:16:45:077,0,,,
16:12:2014 16:16:45:109,0,,,
16:12:2014 16:16:45:109,1,,,
16:12:2014 16:16:45:141,1,,,
16:12:2014 16:16:45:141,0,,,
16:12:2014 16:16:45:157,0,,,
16:12:2014 16:16:45:157,1,,,
16:12:2014 16:16:45:173,1,,,
16:12:2014 16:16:45:173,0,,,
16:12:2014 16:16:45:205,0,,,
16:12:2014 16:16:45:205,1,,,
16:12:2014 16:16:45:221,1,,,
16:12:2014 16:16:45:221,0,,,
16:12:2014 16:16:45:333,0,,,
16:12:2014 16:16:45:333,1,,,
16:12:2014 16:16:45:349,1,,,
16:12:2014 16:16:45:349,0,,,
16:12:2014 16:16:45:366,0,,,
16:12:2014 16:16:45:366,1,,,
16:12:2014 16:16:45:383,1,,,
16:12:2014 16:16:45:383,0,,,
16:12:2014 16:16:45:449,0,,,
16:12:2014 16:16:45:449,1,,,
16:12:2014 16:16:45:466,1,,,
16:12:2014 16:16:45:466,0,,,
16:12:2014 16:16:45:483,0,,,
16:12:2014 16:16:45:483,1,,,
16:12:2014 16:16:45:500,1,,,
16:12:2014 16:16:45:500,0,,,
16:12:2014 16:16:45:554,0,,,
16:12:2014 16:16:45:554,1,,,
16:12:2014 16:16:45:571,1,,,
16:12:2014 16:16:45:571,0,,,
16:12:2014 16:16:45:621,0,,,
16:12:2014 16:16:45:621,1,,,
16:12:2014 16:16:45:638,1,,,
16:12:2014 16:16:45:638,0,,,
16:12:2014 16:16:45:655,0,,,
16:12:2014 16:16:45:655,1,,,
16:12:2014 16:16:45:671,1,,,
16:12:2014 16:16:45:671,0,,,
16:12:2014 16:16:45:687,0,,,
16:12:2014 16:16:45:687,1,,,
16:12:2014 16:16:45:704,1,,,
16:12:2014 16:16:45:704,0,,,
16:12:2014 16:16:45:736,0,,,
16:12:2014 16:16:45:736,1,,,
16:12:2014 16:16:45:753,1,,,
16:12:2014 16:16:45:753,0,,,
16:12:2014 16:16:45:770,0,,,
16:12:2014 16:16:45:770,1,,,
16:12:2014 16:16:45:786,1,,,
16:12:2014 16:16:45:786,0,,,
16:12:2014 16:16:45:803,0,,,
16:12:2014 16:16:45:803,1,,,
16:12:2014 16:16:45:820,1,,,
16:12:2014 16:16:45:820,0,,,
16:12:2014 16:16:45:941,0,,,
16:12:2014 16:16:45:941,1,,,
16:12:2014 16:16:45:958,1,,,
16:12:2014 16:16:45:958,0,,,
16:12:2014 16:16:46:026,0,,,
16:12:2014 16:16:46:026,1,,,
16:12:2014 16:16:46:043,1,,,
16:12:2014 16:16:46:043,0,,,
16:12:2014 16:16:46:060,0,,,
16:12:2014 16:16:46:060,1,,,
16:12:2014 16:16:46:077,1,,,
16:12:2014 16:16:46:077,0,,,
16:12:2014 16:16:46:198,0,,,
16:12:2014 16:16:46:198,1,,,
16:12:2014 16:16:46:215,1,,,
16:12:2014 16:16:46:215,0,,,
16:12:2014 16:16:46:232,0,,,
16:12:2014 16:16:46:232,1,,,
16:12:2014 16:16:46:249,1,,,
16:12:2014 16:16:46:249,0,,,
16:12:2014 16:16:46:266,0,,,
16:12:2014 16:16:46:266,1,,,
16:12:2014 16:16:46:283,1,,,
16:12:2014 16:16:46:283,0,,,
16:12:2014 16:16:46:318,0,,,
16:12:2014 16:16:46:318,1,,,
16:12:2014 16:16:46:336,1,,,
16:12:2014 16:16:46:336,0,,,
16:12:2014 16:16:46:456,0,,,
16:12:2014 16:16:46:456,1,,,
16:12:2014 16:16:46:473,1,,,
16:12:2014 16:16:46:473,0,,,
16:12:2014 16:16:46:490,0,,,
16:12:2014 16:16:46:490,1,,,
16:12:2014 16:16:46:507,1,,,
16:12:2014 16:16:46:507,0,,,
16:12:2014 16:16:46:524,0,,,
16:12:2014 16:16:46:524,1,,,
16:12:2014 16:16:46:558,1,,,
16:12:2014 16:16:46:558,0,,,
16:12:2014 16:16:46:611,0,,,
16:12:2014 16:16:46:611,1,,,
16:12:2014 16:16:46:628,1,,,
16:12:2014 16:16:46:628,0,,,
16:12:2014 16:16:46:779,0,,,
16:12:2014 16:16:46:779,1,,,
16:12:2014 16:16:46:796,1,,,
16:12:2014 16:16:46:796,0,,,
16:12:2014 16:16:46:866,0,,,
16:12:2014 16:16:46:866,1,,,
16:12:2014 16:16:46:883,1,,,
16:12:2014 16:16:46:883,0,,,
16:12:2014 16:16:46:900,0,,,
16:12:2014 16:16:46:900,1,,,
16:12:2014 16:16:46:918,1,,,
16:12:2014 16:16:46:918,0,,,
16:12:2014 16:16:47:003,0,,,
16:12:2014 16:16:47:003,1,,,
16:12:2014 16:16:47:020,1,,,
16:12:2014 16:16:47:020,0,,,
16:12:2014 16:16:47:037,0,,,
16:12:2014 16:16:47:037,1,,,
16:12:2014 16:16:47:054,1,,,
16:12:2014 16:16:47:054,0,,,
16:12:2014 16:16:47:073,0,,,
16:12:2014 16:16:47:073,1,,,
16:12:2014 16:16:47:090,1,,,
16:12:2014 16:16:47:090,0,,,
16:12:2014 16:16:47:123,0,,,
16:12:2014 16:16:47:123,1,,,
16:12:2014 16:16:47:140,1,,,
16:12:2014 16:16:47:140,0,,,
16:12:2014 16:16:47:207,0,,,
16:12:2014 16:16:47:207,1,,,
16:12:2014 16:16:47:223,1,,,
16:12:2014 16:16:47:223,0,,,
16:12:2014 16:16:47:257,0,,,
16:12:2014 16:16:47:257,1,,,
16:12:2014 16:16:47:273,1,,,
16:12:2014 16:16:47:273,0,,,
