DisplayName: ObjectModel.can1:mac54/iDrive.Accu@IPS_10.183.155.184,SignalName: ObjectModel.can1:mac54/iDrive.Signal.Accu@IPS_10.183.155.184,Source: RC06,Unit: rev,SignalType: Analog
16:12:2014 16:14:32:242,1,,,
16:12:2014 16:14:32:258,1,,,
16:12:2014 16:14:32:258,0,,,
16:12:2014 16:14:32:306,0,,,
16:12:2014 16:14:32:306,1,,,
16:12:2014 16:14:32:322,1,,,
16:12:2014 16:14:32:322,0,,,
16:12:2014 16:14:32:338,0,,,
16:12:2014 16:14:32:338,1,,,
16:12:2014 16:14:32:354,1,,,
16:12:2014 16:14:32:354,0,,,
16:12:2014 16:14:32:370,0,,,
16:12:2014 16:14:32:370,1,,,
16:12:2014 16:14:32:386,1,,,
16:12:2014 16:14:32:386,0,,,
16:12:2014 16:14:32:402,0,,,
16:12:2014 16:14:32:402,1,,,
16:12:2014 16:14:32:418,1,,,
16:12:2014 16:14:32:418,0,,,
16:12:2014 16:14:32:466,0,,,
16:12:2014 16:14:32:466,1,,,
16:12:2014 16:14:32:498,1,,,
16:12:2014 16:14:32:498,0,,,
16:12:2014 16:14:32:530,0,,,
16:12:2014 16:14:32:530,1,,,
16:12:2014 16:14:32:562,1,,,
16:12:2014 16:14:32:562,0,,,
16:12:2014 16:14:32:594,0,,,
16:12:2014 16:14:32:594,1,,,
16:12:2014 16:14:32:626,1,,,
16:12:2014 16:14:32:626,0,,,
16:12:2014 16:14:32:642,0,,,
16:12:2014 16:14:32:642,1,,,
16:12:2014 16:14:32:658,1,,,
16:12:2014 16:14:32:658,0,,,
16:12:2014 16:14:32:674,0,,,
16:12:2014 16:14:32:674,1,,,
16:12:2014 16:14:32:690,1,,,
16:12:2014 16:14:32:690,0,,,
16:12:2014 16:14:32:706,0,,,
16:12:2014 16:14:32:706,1,,,
16:12:2014 16:14:32:722,1,,,
16:12:2014 16:14:32:722,0,,,
16:12:2014 16:14:32:770,0,,,
16:12:2014 16:14:32:770,1,,,
16:12:2014 16:14:32:786,1,,,
16:12:2014 16:14:32:786,0,,,
16:12:2014 16:14:32:882,0,,,
16:12:2014 16:14:32:882,1,,,
16:12:2014 16:14:32:898,1,,,
16:12:2014 16:14:32:898,0,,,
16:12:2014 16:14:32:946,0,,,
16:12:2014 16:14:32:946,1,,,
16:12:2014 16:14:32:962,1,,,
16:12:2014 16:14:32:962,0,,,
16:12:2014 16:14:32:978,0,,,
16:12:2014 16:14:32:978,1,,,
16:12:2014 16:14:32:994,1,,,
16:12:2014 16:14:32:994,0,,,
16:12:2014 16:14:33:010,0,,,
16:12:2014 16:14:33:010,1,,,
16:12:2014 16:14:33:026,1,,,
16:12:2014 16:14:33:026,0,,,
16:12:2014 16:14:33:042,0,,,
16:12:2014 16:14:33:042,1,,,
16:12:2014 16:14:33:058,1,,,
16:12:2014 16:14:33:058,0,,,
16:12:2014 16:14:33:074,0,,,
16:12:2014 16:14:33:074,1,,,
16:12:2014 16:14:33:090,1,,,
16:12:2014 16:14:33:090,0,,,
16:12:2014 16:14:33:106,0,,,
16:12:2014 16:14:33:106,1,,,
16:12:2014 16:14:33:122,1,,,
16:12:2014 16:14:33:122,0,,,
16:12:2014 16:14:33:170,0,,,
16:12:2014 16:14:33:170,1,,,
16:12:2014 16:14:33:202,1,,,
16:12:2014 16:14:33:202,0,,,
16:12:2014 16:14:33:234,0,,,
16:12:2014 16:14:33:234,1,,,
16:12:2014 16:14:33:266,1,,,
16:12:2014 16:14:33:266,0,,,
16:12:2014 16:14:33:282,0,,,
16:12:2014 16:14:33:282,1,,,
16:12:2014 16:14:33:298,1,,,
16:12:2014 16:14:33:298,0,,,
16:12:2014 16:14:33:314,0,,,
16:12:2014 16:14:33:314,1,,,
16:12:2014 16:14:33:330,1,,,
16:12:2014 16:14:33:330,0,,,
16:12:2014 16:14:33:346,0,,,
16:12:2014 16:14:33:346,1,,,
16:12:2014 16:14:33:362,1,,,
16:12:2014 16:14:33:362,0,,,
16:12:2014 16:14:33:378,0,,,
16:12:2014 16:14:33:378,1,,,
16:12:2014 16:14:33:394,1,,,
16:12:2014 16:14:33:394,0,,,
16:12:2014 16:14:33:410,0,,,
16:12:2014 16:14:33:410,1,,,
16:12:2014 16:14:33:426,1,,,
16:12:2014 16:14:33:426,0,,,
16:12:2014 16:14:33:442,0,,,
16:12:2014 16:14:33:442,1,,,
16:12:2014 16:14:33:458,1,,,
16:12:2014 16:14:33:458,0,,,
16:12:2014 16:14:33:474,0,,,
16:12:2014 16:14:33:474,1,,,
16:12:2014 16:14:33:490,1,,,
16:12:2014 16:14:33:490,0,,,
16:12:2014 16:14:33:538,0,,,
16:12:2014 16:14:33:538,1,,,
16:12:2014 16:14:33:554,1,,,
16:12:2014 16:14:33:554,0,,,
16:12:2014 16:14:33:602,0,,,
16:12:2014 16:14:33:602,1,,,
16:12:2014 16:14:33:618,1,,,
16:12:2014 16:14:33:618,0,,,
16:12:2014 16:14:33:650,0,,,
16:12:2014 16:14:33:650,1,,,
16:12:2014 16:14:33:666,1,,,
16:12:2014 16:14:33:666,0,,,
16:12:2014 16:14:33:714,0,,,
16:12:2014 16:14:33:714,1,,,
16:12:2014 16:14:33:730,1,,,
16:12:2014 16:14:33:730,0,,,
16:12:2014 16:14:33:746,0,,,
16:12:2014 16:14:33:746,1,,,
16:12:2014 16:14:33:762,1,,,
16:12:2014 16:14:33:762,0,,,
16:12:2014 16:14:33:778,0,,,
16:12:2014 16:14:33:778,1,,,
16:12:2014 16:14:33:794,1,,,
16:12:2014 16:14:33:794,0,,,
16:12:2014 16:14:33:810,0,,,
16:12:2014 16:14:33:810,1,,,
16:12:2014 16:14:33:826,1,,,
16:12:2014 16:14:33:826,0,,,
16:12:2014 16:14:33:842,0,,,
16:12:2014 16:14:33:842,1,,,
16:12:2014 16:14:33:858,1,,,
16:12:2014 16:14:33:858,0,,,
16:12:2014 16:14:33:874,0,,,
16:12:2014 16:14:33:874,1,,,
16:12:2014 16:14:33:906,1,,,
16:12:2014 16:14:33:906,0,,,
16:12:2014 16:14:33:938,0,,,
16:12:2014 16:14:33:938,1,,,
16:12:2014 16:14:33:970,1,,,
16:12:2014 16:14:33:970,0,,,
16:12:2014 16:14:34:002,0,,,
16:12:2014 16:14:34:002,1,,,
16:12:2014 16:14:34:034,1,,,
16:12:2014 16:14:34:034,0,,,
16:12:2014 16:14:34:066,0,,,
16:12:2014 16:14:34:066,1,,,
16:12:2014 16:14:34:098,1,,,
16:12:2014 16:14:34:098,0,,,
16:12:2014 16:14:34:129,0,,,
16:12:2014 16:14:34:129,1,,,
16:12:2014 16:14:34:161,1,,,
16:12:2014 16:14:34:161,0,,,
16:12:2014 16:14:34:177,0,,,
16:12:2014 16:14:34:177,1,,,
16:12:2014 16:14:34:193,1,,,
16:12:2014 16:14:34:193,0,,,
16:12:2014 16:14:34:209,0,,,
16:12:2014 16:14:34:209,1,,,
16:12:2014 16:14:34:225,1,,,
16:12:2014 16:14:34:225,0,,,
16:12:2014 16:14:34:241,0,,,
16:12:2014 16:14:34:241,1,,,
16:12:2014 16:14:34:257,1,,,
16:12:2014 16:14:34:257,0,,,
16:12:2014 16:14:34:305,0,,,
16:12:2014 16:14:34:305,1,,,
16:12:2014 16:14:34:321,1,,,
16:12:2014 16:14:34:321,0,,,
16:12:2014 16:14:34:369,0,,,
16:12:2014 16:14:34:369,1,,,
16:12:2014 16:14:34:385,1,,,
16:12:2014 16:14:34:385,0,,,
16:12:2014 16:14:34:481,0,,,
16:12:2014 16:14:34:481,1,,,
16:12:2014 16:14:34:497,1,,,
16:12:2014 16:14:34:497,0,,,
16:12:2014 16:14:34:545,0,,,
16:12:2014 16:14:34:545,1,,,
16:12:2014 16:14:34:561,1,,,
16:12:2014 16:14:34:561,0,,,
16:12:2014 16:14:34:609,0,,,
16:12:2014 16:14:34:609,1,,,
16:12:2014 16:14:34:625,1,,,
16:12:2014 16:14:34:625,0,,,
16:12:2014 16:14:34:641,0,,,
16:12:2014 16:14:34:641,1,,,
16:12:2014 16:14:34:657,1,,,
16:12:2014 16:14:34:657,0,,,
16:12:2014 16:14:34:673,0,,,
16:12:2014 16:14:34:673,1,,,
16:12:2014 16:14:34:689,1,,,
16:12:2014 16:14:34:689,0,,,
16:12:2014 16:14:34:705,0,,,
16:12:2014 16:14:34:705,1,,,
16:12:2014 16:14:34:721,1,,,
16:12:2014 16:14:34:721,0,,,
16:12:2014 16:14:34:737,0,,,
16:12:2014 16:14:34:737,1,,,
16:12:2014 16:14:34:753,1,,,
16:12:2014 16:14:34:753,0,,,
16:12:2014 16:14:34:769,0,,,
16:12:2014 16:14:34:769,1,,,
16:12:2014 16:14:34:785,1,,,
16:12:2014 16:14:34:785,0,,,
16:12:2014 16:14:34:801,0,,,
16:12:2014 16:14:34:801,1,,,
16:12:2014 16:14:34:817,1,,,
16:12:2014 16:14:34:817,0,,,
16:12:2014 16:14:34:833,0,,,
16:12:2014 16:14:34:833,1,,,
16:12:2014 16:14:34:866,1,,,
16:12:2014 16:14:34:866,0,,,
16:12:2014 16:14:34:898,0,,,
16:12:2014 16:14:34:898,1,,,
16:12:2014 16:14:34:930,1,,,
16:12:2014 16:14:34:930,0,,,
16:12:2014 16:14:34:962,0,,,
16:12:2014 16:14:34:962,1,,,
16:12:2014 16:14:34:996,1,,,
16:12:2014 16:14:34:996,0,,,
16:12:2014 16:14:35:013,0,,,
16:12:2014 16:14:35:013,1,,,
16:12:2014 16:14:35:030,1,,,
16:12:2014 16:14:35:030,0,,,
16:12:2014 16:14:35:081,0,,,
16:12:2014 16:14:35:081,1,,,
16:12:2014 16:14:35:098,1,,,
16:12:2014 16:14:35:098,0,,,
16:12:2014 16:14:35:134,0,,,
16:12:2014 16:14:35:134,1,,,
16:12:2014 16:14:35:151,1,,,
16:12:2014 16:14:35:151,0,,,
16:12:2014 16:14:35:200,0,,,
16:12:2014 16:14:35:200,1,,,
16:12:2014 16:14:35:216,1,,,
16:12:2014 16:14:35:216,0,,,
16:12:2014 16:14:35:264,0,,,
16:12:2014 16:14:35:264,1,,,
16:12:2014 16:14:35:280,1,,,
16:12:2014 16:14:35:280,0,,,
16:12:2014 16:14:35:312,0,,,
16:12:2014 16:14:35:312,1,,,
16:12:2014 16:14:35:328,1,,,
16:12:2014 16:14:35:328,0,,,
16:12:2014 16:14:35:377,0,,,
16:12:2014 16:14:35:377,1,,,
16:12:2014 16:14:35:393,1,,,
16:12:2014 16:14:35:393,0,,,
16:12:2014 16:14:35:441,0,,,
16:12:2014 16:14:35:441,1,,,
16:12:2014 16:14:35:457,1,,,
16:12:2014 16:14:35:457,0,,,
16:12:2014 16:14:35:505,0,,,
16:12:2014 16:14:35:505,1,,,
16:12:2014 16:14:35:521,1,,,
16:12:2014 16:14:35:521,0,,,
16:12:2014 16:14:35:537,0,,,
16:12:2014 16:14:35:537,1,,,
16:12:2014 16:14:35:553,1,,,
16:12:2014 16:14:35:553,0,,,
16:12:2014 16:14:35:569,0,,,
16:12:2014 16:14:35:569,1,,,
16:12:2014 16:14:35:585,1,,,
16:12:2014 16:14:35:585,0,,,
16:12:2014 16:14:35:601,0,,,
16:12:2014 16:14:35:601,1,,,
16:12:2014 16:14:35:617,1,,,
16:12:2014 16:14:35:617,0,,,
16:12:2014 16:14:35:633,0,,,
16:12:2014 16:14:35:633,1,,,
16:12:2014 16:14:35:649,1,,,
16:12:2014 16:14:35:649,0,,,
16:12:2014 16:14:35:665,0,,,
16:12:2014 16:14:35:665,1,,,
16:12:2014 16:14:35:697,1,,,
16:12:2014 16:14:35:697,0,,,
16:12:2014 16:14:35:729,0,,,
16:12:2014 16:14:35:729,1,,,
16:12:2014 16:14:35:761,1,,,
16:12:2014 16:14:35:761,0,,,
16:12:2014 16:14:35:794,0,,,
16:12:2014 16:14:35:794,1,,,
16:12:2014 16:14:35:826,1,,,
16:12:2014 16:14:35:826,0,,,
16:12:2014 16:14:35:874,0,,,
16:12:2014 16:14:35:874,1,,,
16:12:2014 16:14:35:890,1,,,
16:12:2014 16:14:35:890,0,,,
16:12:2014 16:14:35:906,0,,,
16:12:2014 16:14:35:906,1,,,
16:12:2014 16:14:35:922,1,,,
16:12:2014 16:14:35:922,0,,,
16:12:2014 16:14:35:938,0,,,
16:12:2014 16:14:35:938,1,,,
16:12:2014 16:14:35:954,1,,,
16:12:2014 16:14:35:954,0,,,
16:12:2014 16:14:35:970,0,,,
16:12:2014 16:14:35:970,1,,,
16:12:2014 16:14:35:987,1,,,
16:12:2014 16:14:35:987,0,,,
16:12:2014 16:14:36:003,0,,,
16:12:2014 16:14:36:003,1,,,
16:12:2014 16:14:36:019,1,,,
16:12:2014 16:14:36:019,0,,,
16:12:2014 16:14:36:035,0,,,
16:12:2014 16:14:36:035,1,,,
16:12:2014 16:14:36:052,1,,,
16:12:2014 16:14:36:052,0,,,
16:12:2014 16:14:36:100,0,,,
16:12:2014 16:14:36:100,1,,,
16:12:2014 16:14:36:117,1,,,
16:12:2014 16:14:36:117,0,,,
16:12:2014 16:14:36:165,0,,,
16:12:2014 16:14:36:165,1,,,
16:12:2014 16:14:36:181,1,,,
16:12:2014 16:14:36:181,0,,,
16:12:2014 16:14:36:213,0,,,
16:12:2014 16:14:36:213,1,,,
16:12:2014 16:14:36:230,1,,,
16:12:2014 16:14:36:230,0,,,
16:12:2014 16:14:36:279,0,,,
16:12:2014 16:14:36:279,1,,,
16:12:2014 16:14:36:296,1,,,
16:12:2014 16:14:36:296,0,,,
16:12:2014 16:14:36:366,0,,,
16:12:2014 16:14:36:366,1,,,
16:12:2014 16:14:36:383,1,,,
16:12:2014 16:14:36:383,0,,,
16:12:2014 16:14:36:400,0,,,
16:12:2014 16:14:36:400,1,,,
16:12:2014 16:14:36:417,1,,,
16:12:2014 16:14:36:417,0,,,
16:12:2014 16:14:36:433,0,,,
16:12:2014 16:14:36:433,1,,,
16:12:2014 16:14:36:449,1,,,
16:12:2014 16:14:36:449,0,,,
16:12:2014 16:14:36:466,0,,,
16:12:2014 16:14:36:466,1,,,
16:12:2014 16:14:36:482,1,,,
16:12:2014 16:14:36:482,0,,,
16:12:2014 16:14:36:498,0,,,
16:12:2014 16:14:36:498,1,,,
16:12:2014 16:14:36:530,1,,,
16:12:2014 16:14:36:530,0,,,
16:12:2014 16:14:36:562,0,,,
16:12:2014 16:14:36:562,1,,,
16:12:2014 16:14:36:595,1,,,
16:12:2014 16:14:36:595,0,,,
16:12:2014 16:14:36:628,0,,,
16:12:2014 16:14:36:628,1,,,
16:12:2014 16:14:36:660,1,,,
16:12:2014 16:14:36:660,0,,,
16:12:2014 16:14:36:677,0,,,
16:12:2014 16:14:36:677,1,,,
16:12:2014 16:14:36:694,1,,,
16:12:2014 16:14:36:694,0,,,
16:12:2014 16:14:36:711,0,,,
16:12:2014 16:14:36:711,1,,,
16:12:2014 16:14:36:728,1,,,
16:12:2014 16:14:36:728,0,,,
16:12:2014 16:14:36:745,0,,,
16:12:2014 16:14:36:745,1,,,
16:12:2014 16:14:36:762,1,,,
16:12:2014 16:14:36:762,0,,,
16:12:2014 16:14:36:799,0,,,
16:12:2014 16:14:36:799,1,,,
16:12:2014 16:14:36:816,1,,,
16:12:2014 16:14:36:816,0,,,
16:12:2014 16:14:36:867,0,,,
16:12:2014 16:14:36:867,1,,,
16:12:2014 16:14:36:884,1,,,
16:12:2014 16:14:36:884,0,,,
16:12:2014 16:14:36:933,0,,,
16:12:2014 16:14:36:933,1,,,
16:12:2014 16:14:36:949,1,,,
16:12:2014 16:14:36:949,0,,,
16:12:2014 16:14:36:981,0,,,
16:12:2014 16:14:36:981,1,,,
16:12:2014 16:14:36:997,1,,,
16:12:2014 16:14:36:997,0,,,
16:12:2014 16:14:37:048,0,,,
16:12:2014 16:14:37:048,1,,,
16:12:2014 16:14:37:065,1,,,
16:12:2014 16:14:37:065,0,,,
16:12:2014 16:14:37:135,0,,,
16:12:2014 16:14:37:135,1,,,
16:12:2014 16:14:37:152,1,,,
16:12:2014 16:14:37:152,0,,,
16:12:2014 16:14:37:169,0,,,
16:12:2014 16:14:37:169,1,,,
16:12:2014 16:14:37:186,1,,,
16:12:2014 16:14:37:186,0,,,
16:12:2014 16:14:37:203,0,,,
16:12:2014 16:14:37:203,1,,,
16:12:2014 16:14:37:236,1,,,
16:12:2014 16:14:37:236,0,,,
16:12:2014 16:14:37:270,0,,,
16:12:2014 16:14:37:270,1,,,
16:12:2014 16:14:37:304,1,,,
16:12:2014 16:14:37:304,0,,,
16:12:2014 16:14:37:374,0,,,
16:12:2014 16:14:37:374,1,,,
16:12:2014 16:14:37:391,1,,,
16:12:2014 16:14:37:391,0,,,
16:12:2014 16:14:37:408,0,,,
16:12:2014 16:14:37:408,1,,,
16:12:2014 16:14:37:425,1,,,
16:12:2014 16:14:37:425,0,,,
16:12:2014 16:14:37:442,0,,,
16:12:2014 16:14:37:442,1,,,
16:12:2014 16:14:37:459,1,,,
16:12:2014 16:14:37:459,0,,,
16:12:2014 16:14:37:475,0,,,
16:12:2014 16:14:37:475,1,,,
16:12:2014 16:14:37:492,1,,,
16:12:2014 16:14:37:492,0,,,
16:12:2014 16:14:37:508,0,,,
16:12:2014 16:14:37:508,1,,,
16:12:2014 16:14:37:525,1,,,
16:12:2014 16:14:37:525,0,,,
16:12:2014 16:14:37:575,0,,,
16:12:2014 16:14:37:575,1,,,
16:12:2014 16:14:37:592,1,,,
16:12:2014 16:14:37:592,0,,,
16:12:2014 16:14:37:679,0,,,
16:12:2014 16:14:37:679,1,,,
16:12:2014 16:14:37:696,1,,,
16:12:2014 16:14:37:696,0,,,
16:12:2014 16:14:37:747,0,,,
16:12:2014 16:14:37:747,1,,,
16:12:2014 16:14:37:764,1,,,
16:12:2014 16:14:37:764,0,,,
16:12:2014 16:14:37:815,0,,,
16:12:2014 16:14:37:815,1,,,
16:12:2014 16:14:37:832,1,,,
16:12:2014 16:14:37:832,0,,,
16:12:2014 16:14:37:849,0,,,
16:12:2014 16:14:37:849,1,,,
16:12:2014 16:14:37:869,1,,,
16:12:2014 16:14:37:869,0,,,
16:12:2014 16:14:37:903,0,,,
16:12:2014 16:14:37:903,1,,,
16:12:2014 16:14:37:920,1,,,
16:12:2014 16:14:37:920,0,,,
16:12:2014 16:14:37:937,0,,,
16:12:2014 16:14:37:937,1,,,
16:12:2014 16:14:37:954,1,,,
16:12:2014 16:14:37:954,0,,,
16:12:2014 16:14:37:971,0,,,
16:12:2014 16:14:37:971,1,,,
16:12:2014 16:14:38:005,1,,,
16:12:2014 16:14:38:005,0,,,
16:12:2014 16:14:38:039,0,,,
16:12:2014 16:14:38:039,1,,,
16:12:2014 16:14:38:073,1,,,
16:12:2014 16:14:38:073,0,,,
16:12:2014 16:14:38:109,0,,,
16:12:2014 16:14:38:109,1,,,
16:12:2014 16:14:38:126,1,,,
16:12:2014 16:14:38:126,0,,,
16:12:2014 16:14:38:143,0,,,
16:12:2014 16:14:38:143,1,,,
16:12:2014 16:14:38:160,1,,,
16:12:2014 16:14:38:160,0,,,
16:12:2014 16:14:38:177,0,,,
16:12:2014 16:14:38:177,1,,,
16:12:2014 16:14:38:194,1,,,
16:12:2014 16:14:38:194,0,,,
16:12:2014 16:14:38:211,0,,,
16:12:2014 16:14:38:211,1,,,
16:12:2014 16:14:38:228,1,,,
16:12:2014 16:14:38:228,0,,,
16:12:2014 16:14:38:279,0,,,
16:12:2014 16:14:38:279,1,,,
16:12:2014 16:14:38:296,1,,,
16:12:2014 16:14:38:296,0,,,
16:12:2014 16:14:38:349,0,,,
16:12:2014 16:14:38:349,1,,,
16:12:2014 16:14:38:365,1,,,
16:12:2014 16:14:38:365,0,,,
16:12:2014 16:14:38:382,0,,,
16:12:2014 16:14:38:382,1,,,
16:12:2014 16:14:38:399,1,,,
16:12:2014 16:14:38:399,0,,,
16:12:2014 16:14:38:450,0,,,
16:12:2014 16:14:38:450,1,,,
16:12:2014 16:14:38:467,1,,,
16:12:2014 16:14:38:467,0,,,
16:12:2014 16:14:38:518,0,,,
16:12:2014 16:14:38:518,1,,,
16:12:2014 16:14:38:535,1,,,
16:12:2014 16:14:38:535,0,,,
16:12:2014 16:14:38:586,0,,,
16:12:2014 16:14:38:586,1,,,
16:12:2014 16:14:38:622,1,,,
16:12:2014 16:14:38:622,0,,,
16:12:2014 16:14:38:639,0,,,
16:12:2014 16:14:38:639,1,,,
16:12:2014 16:14:38:656,1,,,
16:12:2014 16:14:38:656,0,,,
16:12:2014 16:14:38:673,0,,,
16:12:2014 16:14:38:673,1,,,
16:12:2014 16:14:38:690,1,,,
16:12:2014 16:14:38:690,0,,,
16:12:2014 16:14:38:741,0,,,
16:12:2014 16:14:38:741,1,,,
16:12:2014 16:14:38:775,1,,,
16:12:2014 16:14:38:775,0,,,
16:12:2014 16:14:38:809,0,,,
16:12:2014 16:14:38:809,1,,,
16:12:2014 16:14:38:841,1,,,
16:12:2014 16:14:38:841,0,,,
16:12:2014 16:14:38:876,0,,,
16:12:2014 16:14:38:876,1,,,
16:12:2014 16:14:38:893,1,,,
16:12:2014 16:14:38:893,0,,,
16:12:2014 16:14:38:909,0,,,
16:12:2014 16:14:38:909,1,,,
16:12:2014 16:14:38:926,1,,,
16:12:2014 16:14:38:926,0,,,
16:12:2014 16:14:38:942,0,,,
16:12:2014 16:14:38:942,1,,,
16:12:2014 16:14:38:958,1,,,
16:12:2014 16:14:38:958,0,,,
16:12:2014 16:14:38:974,0,,,
16:12:2014 16:14:38:974,1,,,
16:12:2014 16:14:38:991,1,,,
16:12:2014 16:14:38:991,0,,,
16:12:2014 16:14:39:041,0,,,
16:12:2014 16:14:39:041,1,,,
16:12:2014 16:14:39:057,1,,,
16:12:2014 16:14:39:057,0,,,
16:12:2014 16:14:39:105,0,,,
16:12:2014 16:14:39:105,1,,,
16:12:2014 16:14:39:121,1,,,
16:12:2014 16:14:39:121,0,,,
16:12:2014 16:14:39:169,0,,,
16:12:2014 16:14:39:169,1,,,
16:12:2014 16:14:39:185,1,,,
16:12:2014 16:14:39:185,0,,,
16:12:2014 16:14:39:233,0,,,
16:12:2014 16:14:39:233,1,,,
16:12:2014 16:14:39:249,1,,,
16:12:2014 16:14:39:249,0,,,
16:12:2014 16:14:39:298,0,,,
16:12:2014 16:14:39:298,1,,,
16:12:2014 16:14:39:314,1,,,
16:12:2014 16:14:39:314,0,,,
16:12:2014 16:14:39:365,0,,,
16:12:2014 16:14:39:365,1,,,
16:12:2014 16:14:39:381,1,,,
16:12:2014 16:14:39:381,0,,,
16:12:2014 16:14:39:413,0,,,
16:12:2014 16:14:39:413,1,,,
16:12:2014 16:14:39:429,1,,,
16:12:2014 16:14:39:429,0,,,
16:12:2014 16:14:39:477,0,,,
16:12:2014 16:14:39:477,1,,,
16:12:2014 16:14:39:493,1,,,
16:12:2014 16:14:39:493,0,,,
16:12:2014 16:14:39:541,0,,,
16:12:2014 16:14:39:541,1,,,
16:12:2014 16:14:39:557,1,,,
16:12:2014 16:14:39:557,0,,,
16:12:2014 16:14:39:605,0,,,
16:12:2014 16:14:39:605,1,,,
16:12:2014 16:14:39:621,1,,,
16:12:2014 16:14:39:621,0,,,
16:12:2014 16:14:39:637,0,,,
16:12:2014 16:14:39:637,1,,,
16:12:2014 16:14:39:654,1,,,
16:12:2014 16:14:39:654,0,,,
16:12:2014 16:14:39:670,0,,,
16:12:2014 16:14:39:670,1,,,
16:12:2014 16:14:39:686,1,,,
16:12:2014 16:14:39:686,0,,,
16:12:2014 16:14:39:702,0,,,
16:12:2014 16:14:39:702,1,,,
16:12:2014 16:14:39:718,1,,,
16:12:2014 16:14:39:718,0,,,
16:12:2014 16:14:39:734,0,,,
16:12:2014 16:14:39:734,1,,,
16:12:2014 16:14:39:750,1,,,
16:12:2014 16:14:39:750,0,,,
16:12:2014 16:14:39:766,0,,,
16:12:2014 16:14:39:766,1,,,
16:12:2014 16:14:39:782,1,,,
16:12:2014 16:14:39:782,0,,,
16:12:2014 16:14:39:798,0,,,
16:12:2014 16:14:39:798,1,,,
16:12:2014 16:14:39:814,1,,,
16:12:2014 16:14:39:814,0,,,
16:12:2014 16:14:39:830,0,,,
16:12:2014 16:14:39:830,1,,,
16:12:2014 16:14:39:846,1,,,
16:12:2014 16:14:39:846,0,,,
16:12:2014 16:14:39:862,0,,,
16:12:2014 16:14:39:862,1,,,
16:12:2014 16:14:39:878,1,,,
16:12:2014 16:14:39:878,0,,,
16:12:2014 16:14:39:894,0,,,
16:12:2014 16:14:39:894,1,,,
16:12:2014 16:14:39:926,1,,,
16:12:2014 16:14:39:926,0,,,
16:12:2014 16:14:39:958,0,,,
16:12:2014 16:14:39:958,1,,,
16:12:2014 16:14:39:990,1,,,
16:12:2014 16:14:39:990,0,,,
16:12:2014 16:14:40:022,0,,,
16:12:2014 16:14:40:022,1,,,
16:12:2014 16:14:40:054,1,,,
16:12:2014 16:14:40:054,0,,,
16:12:2014 16:14:40:086,0,,,
16:12:2014 16:14:40:086,1,,,
16:12:2014 16:14:40:118,1,,,
16:12:2014 16:14:40:118,0,,,
16:12:2014 16:14:40:134,0,,,
16:12:2014 16:14:40:134,1,,,
16:12:2014 16:14:40:150,1,,,
16:12:2014 16:14:40:150,0,,,
16:12:2014 16:14:40:166,0,,,
16:12:2014 16:14:40:166,1,,,
16:12:2014 16:14:40:182,1,,,
16:12:2014 16:14:40:182,0,,,
16:12:2014 16:14:40:198,0,,,
16:12:2014 16:14:40:198,1,,,
16:12:2014 16:14:40:214,1,,,
16:12:2014 16:14:40:214,0,,,
16:12:2014 16:14:40:230,0,,,
16:12:2014 16:14:40:230,1,,,
16:12:2014 16:14:40:246,1,,,
16:12:2014 16:14:40:246,0,,,
16:12:2014 16:14:40:262,0,,,
16:12:2014 16:14:40:262,1,,,
16:12:2014 16:14:40:278,1,,,
16:12:2014 16:14:40:278,0,,,
16:12:2014 16:14:40:326,0,,,
16:12:2014 16:14:40:326,1,,,
16:12:2014 16:14:40:342,1,,,
16:12:2014 16:14:40:342,0,,,
16:12:2014 16:14:40:390,0,,,
16:12:2014 16:14:40:390,1,,,
16:12:2014 16:14:40:406,1,,,
16:12:2014 16:14:40:406,0,,,
16:12:2014 16:14:40:454,0,,,
16:12:2014 16:14:40:454,1,,,
16:12:2014 16:14:40:470,1,,,
16:12:2014 16:14:40:470,0,,,
16:12:2014 16:14:40:518,0,,,
16:12:2014 16:14:40:518,1,,,
16:12:2014 16:14:40:534,1,,,
16:12:2014 16:14:40:534,0,,,
16:12:2014 16:14:40:566,0,,,
16:12:2014 16:14:40:566,1,,,
16:12:2014 16:14:40:582,1,,,
16:12:2014 16:14:40:582,0,,,
16:12:2014 16:14:40:630,0,,,
16:12:2014 16:14:40:630,1,,,
16:12:2014 16:14:40:646,1,,,
16:12:2014 16:14:40:646,0,,,
16:12:2014 16:14:40:694,0,,,
16:12:2014 16:14:40:694,1,,,
16:12:2014 16:14:40:710,1,,,
16:12:2014 16:14:40:710,0,,,
16:12:2014 16:14:40:726,0,,,
16:12:2014 16:14:40:726,1,,,
16:12:2014 16:14:40:742,1,,,
16:12:2014 16:14:40:742,0,,,
16:12:2014 16:14:40:758,0,,,
16:12:2014 16:14:40:758,1,,,
16:12:2014 16:14:40:775,1,,,
16:12:2014 16:14:40:775,0,,,
16:12:2014 16:14:40:792,0,,,
16:12:2014 16:14:40:792,1,,,
16:12:2014 16:14:40:809,1,,,
16:12:2014 16:14:40:809,0,,,
16:12:2014 16:14:40:845,0,,,
16:12:2014 16:14:40:845,1,,,
16:12:2014 16:14:40:878,1,,,
16:12:2014 16:14:40:878,0,,,
16:12:2014 16:14:40:911,0,,,
16:12:2014 16:14:40:911,1,,,
16:12:2014 16:14:40:943,1,,,
